2026/08/18 20:47:49 Database: Menggunakan password terenkripsi (DB_PASSWORD_ENCRYPTED).
2026/08/18 20:47:49 Database TRACE_LEVEL=1: API Request Log Only (SQL Logging OFF)
2026/08/18 20:47:49 Database connection successfully established with optimized Connection Pool (Max 200 Conns).
=================================================================
🚀 LMS BACKEND v2.0 - SECURITY & RBAC ENFORCEMENT ACTIVE 🚀
=================================================================
2026/08/18 20:47:49 SECURITY CHECK: RBACRoleMenuMiddleware and AuthMiddleware loaded successfully.
2026/08/18 20:47:49 [LMS-API-LOG] Gin HTTP logger active (TRACE_LEVEL=1)
2026/08/18 20:47:49 [PRODUCT-CACHE] Cache diperbarui: 4 produk dimuat.
2026/08/18 20:47:49 Starting HTTPS server on port 8086 using cert ./sertifikat/lims.local+2.pem and key ./sertifikat/lims.local+2-key.pem
2026/08/18 20:47:49 [PPROF] Starting Go profiler server on http://localhost:6060/debug/pprof
[LMS-API-LOG] 2026/08/18 - 20:48:03 | 127.0.0.1 | 200 |        0,161 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        0,052 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |       28,159 | <300ms | POST /api/applications/1787060960166065617/disburse
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        0,055 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        0,101 | <300ms | GET /api/products
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        0,129 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        0,109 | <300ms | GET /api/products
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        0,083 | <300ms | GET /api/products
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |       25,117 | <300ms | POST /api/applications/1787060960214372818/approve
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        4,161 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        0,080 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        0,092 | <300ms | GET /api/products
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        0,099 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        0,085 | <300ms | GET /api/products
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |       25,113 | <300ms | POST /api/applications/1787060960214372818/disburse
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        2,982 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        0,051 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        0,087 | <300ms | GET /api/products
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        3,212 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        0,044 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        3,571 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        0,113 | <300ms | GET /api/products
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 201 |       12,455 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        3,472 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        1,419 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        0,342 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 201 |       11,600 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 201 |       11,293 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |       23,672 | <300ms | POST /api/applications/1787060960315080543/approve
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        1,749 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        2,276 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        0,340 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        0,282 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |       23,718 | <300ms | POST /api/applications/1787060960336971177/approve
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |       26,699 | <300ms | POST /api/applications/1787060960335010921/approve
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        0,075 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        0,102 | <300ms | GET /api/products
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        0,106 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        1,546 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        0,104 | <300ms | GET /api/products
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        0,308 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |       38,031 | <300ms | POST /api/applications/1787060960315080543/disburse
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        0,038 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        2,400 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        0,124 | <300ms | GET /api/products
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        0,334 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 201 |       12,797 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |       38,373 | <300ms | POST /api/applications/1787060960336971177/disburse
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |       37,200 | <300ms | POST /api/applications/1787060960335010921/disburse
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        0,070 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        4,588 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        0,075 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        0,115 | <300ms | GET /api/products
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        0,139 | <300ms | GET /api/products
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        0,052 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |       27,863 | <300ms | POST /api/applications/1787060960412376947/approve
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        0,110 | <300ms | GET /api/products
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        0,053 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        0,103 | <300ms | GET /api/products
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        1,515 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        0,390 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 201 |       10,862 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        0,060 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        0,116 | <300ms | GET /api/products
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 201 |       12,013 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 201 |       12,382 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |       32,728 | <300ms | POST /api/applications/1787060960412376947/disburse
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        0,053 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 201 |       13,340 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        0,110 | <300ms | GET /api/products
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |       26,982 | <300ms | POST /api/applications/1787060960480775882/approve
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |       24,682 | <300ms | POST /api/applications/1787060960487905570/approve
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |       23,217 | <300ms | POST /api/applications/1787060960487899840/approve
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |       23,973 | <300ms | POST /api/applications/1787060960500754369/approve
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 201 |       12,897 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        2,612 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        0,247 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |       35,552 | <300ms | POST /api/applications/1787060960480775882/disburse
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |       28,578 | <300ms | POST /api/applications/1787060960533318394/approve
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |       36,779 | <300ms | POST /api/applications/1787060960487899840/disburse
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |       39,387 | <300ms | POST /api/applications/1787060960487905570/disburse
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        0,064 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 201 |       11,676 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        0,089 | <300ms | GET /api/products
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |       35,187 | <300ms | POST /api/applications/1787060960500754369/disburse
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 201 |       12,092 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        1,484 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 201 |       12,062 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |       25,949 | <300ms | POST /api/applications/1787060960574759957/approve
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        0,200 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |       32,852 | <300ms | POST /api/applications/1787060960533318394/disburse
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 201 |       13,155 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 201 |       13,440 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        2,824 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        6,338 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        0,461 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |       33,083 | <300ms | POST /api/applications/1787060960599957585/approve
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        0,055 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 201 |       18,190 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 201 |       18,281 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |       36,298 | <300ms | POST /api/applications/1787060960602025493/approve
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        0,080 | <300ms | GET /api/products
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 201 |       17,638 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |       38,834 | <300ms | POST /api/applications/1787060960619860762/approve
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |       39,893 | <300ms | POST /api/applications/1787060960621525350/approve
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |       49,223 | <300ms | POST /api/applications/1787060960574759957/disburse
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        3,512 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 201 |       19,877 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        0,251 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |       34,452 | <300ms | POST /api/applications/1787060960636175939/approve
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |       50,086 | <300ms | POST /api/applications/1787060960631646387/approve
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        3,470 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 201 |       24,536 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |       67,820 | <300ms | POST /api/applications/1787060960599957585/disburse
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 201 |       24,072 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 201 |       26,154 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        4,961 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |       61,718 | <300ms | POST /api/applications/1787060960655432547/approve
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 201 |       44,171 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 201 |       31,143 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |       77,115 | <300ms | POST /api/applications/1787060960602025493/disburse
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        7,360 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        6,204 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 201 |       25,240 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        2,330 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        5,983 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 201 |       26,600 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |       72,460 | <300ms | POST /api/applications/1787060960621525350/disburse
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |       76,564 | <300ms | POST /api/applications/1787060960670143916/approve
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        7,223 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |       80,932 | <300ms | POST /api/applications/1787060960619860762/disburse
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        5,197 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:49:21 | 127.0.0.1 | 201 |       23,402 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        0,485 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        0,074 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        6,392 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |       15,980 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        5,196 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        0,055 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |       90,199 | <300ms | POST /api/applications/1787060960636175939/disburse
[LMS-API-LOG] 2026/08/18 - 20:49:21 | 127.0.0.1 | 201 |       22,139 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 201 |       39,728 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |       19,089 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        0,140 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        4,954 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        4,513 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        0,218 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        4,118 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |       49,427 | <300ms | POST /api/applications/1787060960709667758/approve
[LMS-API-LOG] 2026/08/18 - 20:49:21 | 127.0.0.1 | 200 |        5,306 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 201 |       37,597 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        0,076 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 201 |       44,776 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 201 |       40,516 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 201 |       18,260 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |       48,093 | <300ms | POST /api/applications/1787060960711374805/approve
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        0,062 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        3,873 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        8,204 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        5,861 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |      102,635 | <300ms | POST /api/applications/1787060960631646387/disburse
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        6,737 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        0,127 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 201 |       28,109 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |       50,579 | <300ms | POST /api/applications/1787060960793440427/approve
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |       97,815 | <300ms | POST /api/applications/1787060960770405005/approve
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        7,366 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |       68,033 | <300ms | POST /api/applications/1787060960655432547/disburse
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        3,058 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        8,456 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |       12,821 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 201 |       28,370 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        5,594 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        0,441 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |       12,160 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 201 |       66,371 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 201 |       63,373 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        6,870 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |       35,121 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 201 |       50,273 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |       47,445 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |       17,974 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        2,988 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 201 |       38,659 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:49:21 | 127.0.0.1 | 200 |        2,537 | <300ms | GET /api/members
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        8,218 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        8,986 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        6,140 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |       17,401 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |       10,824 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:49:20 | 127.0.0.1 | 200 |        5,298 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:49:21 | 127.0.0.1 | 200 |        0,061 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:49:21 | 127.0.0.1 | 200 |       14,858 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:49:21 | 127.0.0.1 | 200 |       16,889 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:49:21 | 127.0.0.1 | 200 |        0,529 | <300ms | GET /api/parameters
[LMS-API-LOG] 2026/08/18 - 20:49:21 | 127.0.0.1 | 201 |      105,557 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:49:21 | 127.0.0.1 | 200 |       66,143 | <300ms | POST /api/applications/1787060960737696185/approve
[LMS-API-LOG] 2026/08/18 - 20:49:21 | 127.0.0.1 | 201 |      102,259 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:49:21 | 127.0.0.1 | 201 |       56,950 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:49:21 | 127.0.0.1 | 201 |       68,565 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:49:21 | 127.0.0.1 | 200 |        0,057 | <300ms | GET /api/health
[LMS-API-LOG] 2026/08/18 - 20:49:21 | 127.0.0.1 | 201 |       41,821 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:49:21 | 127.0.0.1 | 201 |       81,019 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:49:21 | 127.0.0.1 | 201 |       94,303 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:49:21 | 127.0.0.1 | 200 |        7,986 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:49:21 | 127.0.0.1 | 201 |       92,209 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:49:21 | 127.0.0.1 | 201 |       91,815 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:49:21 | 127.0.0.1 | 201 |       56,946 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:49:21 | 127.0.0.1 | 201 |      103,024 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:49:21 | 127.0.0.1 | 201 |       83,601 | <300ms | POST /api/applications
[LMS-API-LOG] 2026/08/18 - 20:49:21 | 127.0.0.1 | 200 |        9,252 | <300ms | POST /api/applications/simulate
[LMS-API-LOG] 2026/08/18 - 20:49:21 | 127.0.0.1 | 201 |       46,628 | <300ms | POST /api/applications
